Project_ID,Phase_Num,Phase_Name,Cumulative_Delay_Days,Cumulative_Cost_Overrun_Cr,Project_Type,Voltage_Level,Project_Location,Project_Size,Contract_Type,Planned_Duration,Total_Budget_Cr,Start_Date,Engg_%Complete,Engg_Planned_Days,Engg_Actual_Days,Engg_Planned_Cost_Cr,Engg_Actual_Cost_Cr,DPR_Status,Design_Changes,ROW_%Complete,ROW_Planned_Days,ROW_Actual_Days,ROW_Planned_Cost_Cr,ROW_Actual_Cost_Cr,Forest_Clearance,Statutory_Approvals,Supply_%Complete,Supply_Planned_Days,Supply_Actual_Days,Supply_Planned_Cost_Cr,Supply_Actual_Cost_Cr,Orders_Placed,Equip_Delivery_Status,Civil_%Complete,Civil_Planned_Days,Civil_Actual_Days,Civil_Planned_Cost_Cr,Civil_Actual_Cost_Cr,Foundations_Complete,Site_Access,Erection_%Complete,Erection_Planned_Days,Erection_Actual_Days,Erection_Planned_Cost_Cr,Erection_Actual_Cost_Cr,Towers_Erected_Pct,Structures_Complete,Stringing_%Complete,Stringing_Planned_Days,Stringing_Actual_Days,Stringing_Planned_Cost_Cr,Stringing_Actual_Cost_Cr,Conductor_Strung_Pct,Terrain_Type,Testing_%Complete,Testing_Planned_Days,Testing_Actual_Days,Testing_Planned_Cost_Cr,Testing_Actual_Cost_Cr,Trial_Run_Status,DOCO_Date,
Transmission System for evacuation of power from RE Projects in Osmanabad area (1 GW) in Maharashtra - LILO of both circuits of Parli(PG)-Pune(GIS) 400 Kv D/c line at Kallam PS,7,Testing & Commissioning,75,69.9,Line,400kV,"Maharashtra, Osmanabad",50,EPC,24,180,01-01-2024,100,90,88,18,19.8,Approved,0,100,150,195,27,45.9,1,Complete,100,70,72,45,49.5,1,OnTime,100,90,105,27,34.5,95,1,100,120,132,36,40.5,96,1,100,80,82,18,19.8,98,Flat,100,45,46,9,9.9,Successful,15-12-2025,
"Transmission System for evacuation of power from RE projects in Rajgarh (2500 MW) SEZ in Madhya Pradesh - 3x500 MVA, 400/220 kV Pachora SEZ",1,Planning/Engineering,-2,1.5,Substation,400kV,"Madhya Pradesh, Rajgarh",1500,TBCB,24,367,01-03-2025,100,90,88,36.7,38.2,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Transmission System for evacuation of power from RE projects in Rajgarh (2500 MW) SEZ in Madhya Pradesh - 3x500 MVA, 400/220 kV Pachora SEZ",2,Approvals & ROW,13,26.25,Substation,400kV,"Madhya Pradesh, Rajgarh",1500,TBCB,24,367,01-03-2025,100,90,88,36.7,38.2,Approved,0,100,150,165,55.05,70.5,1,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Transmission System for evacuation of power from RE projects in Rajgarh (2500 MW) SEZ in Madhya Pradesh - 3x500 MVA, 400/220 kV Pachora SEZ",3,Procurement/Supply,15,31.05,Substation,400kV,"Madhya Pradesh, Rajgarh",1500,TBCB,24,367,01-03-2025,100,90,88,36.7,38.2,Approved,0,100,150,165,55.05,70.5,1,Complete,100,70,72,91.75,96.3,1,OnTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Transmission System for evacuation of power from RE projects in Rajgarh (2500 MW) SEZ in Madhya Pradesh - 3x500 MVA, 400/220 kV Pachora SEZ",4,Site Preparation/Civil,30,44.1,Substation,400kV,"Madhya Pradesh, Rajgarh",1500,TBCB,24,367,01-03-2025,100,90,88,36.7,38.2,Approved,0,100,150,165,55.05,70.5,1,Complete,100,70,72,91.75,96.3,1,OnTime,100,90,105,55.05,67.8,95,1,,,,,,,,,,,,,,,,,,,,,,
"Transmission System for evacuation of power from RE projects in Rajgarh (2500 MW) SEZ in Madhya Pradesh - 3x500 MVA, 400/220 kV Pachora SEZ",5,Erection/Construction,38,47.8,Substation,400kV,"Madhya Pradesh, Rajgarh",1500,TBCB,24,367,01-03-2025,100,90,88,36.7,38.2,Approved,0,100,150,165,55.05,70.5,1,Complete,100,70,72,91.75,96.3,1,OnTime,100,90,105,55.05,67.8,95,1,100,120,128,73.4,77.1,96,1,,,,,,,,,,,,,,,
"Transmission System for evacuation of power from RE projects in Rajgarh (2500 MW) SEZ in Madhya Pradesh - 3x500 MVA, 400/220 kV Pachora SEZ",6,Stringing/Cabling,40,49.05,Substation,400kV,"Madhya Pradesh, Rajgarh",1500,TBCB,24,367,01-03-2025,100,90,88,36.7,38.2,Approved,0,100,150,165,55.05,70.5,1,Complete,100,70,72,91.75,96.3,1,OnTime,100,90,105,55.05,67.8,95,1,100,120,128,73.4,77.1,96,1,100,80,82,36.7,37.9,98,Flat,,,,,,,,
"Transmission System for evacuation of power from RE projects in Rajgarh (2500 MW) SEZ in Madhya Pradesh - 3x500 MVA, 400/220 kV Pachora SEZ",7,Testing & Commissioning,41,50.1,Substation,400kV,"Madhya Pradesh, Rajgarh",1500,TBCB,24,367,01-03-2025,100,90,88,36.7,38.2,Approved,0,100,150,165,55.05,70.5,1,Complete,100,70,72,91.75,96.3,1,OnTime,100,90,105,55.05,67.8,95,1,100,120,128,73.4,77.1,96,1,100,80,82,36.7,37.9,98,Flat,100,45,46,18.35,19.2,Successful,15-11-2026,
Transmission System for evacuation of power from RE projects in Rajgarh (2500 MW) SEZ in Madhya Pradesh - Pachora SEZ PP -Bhopal (Sterlite) 400 kV D/c line,1,Planning/Engineering,-2,1,Line,400kV,"Madhya Pradesh, Rajgarh",350,TBCB,24,408,01-03-2025,100,90,88,41,42,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmission System for evacuation of power from RE projects in Rajgarh (2500 MW) SEZ in Madhya Pradesh - Pachora SEZ PP -Bhopal (Sterlite) 400 kV D/c line,2,Approvals & ROW,13,35,Line,400kV,"Madhya Pradesh, Rajgarh",350,TBCB,24,408,01-03-2025,100,90,88,41,42,Approved,0,100,150,165,61,75,1,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmission System for evacuation of power from RE projects in Rajgarh (2500 MW) SEZ in Madhya Pradesh - Pachora SEZ PP -Bhopal (Sterlite) 400 kV D/c line,3,Procurement/Supply,15,41,Line,400kV,"Madhya Pradesh, Rajgarh",350,TBCB,24,408,01-03-2025,100,90,88,41,42,Approved,0,100,150,165,61,75,1,Complete,100,70,72,102,108,1,OnTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmission System for evacuation of power from RE projects in Rajgarh (2500 MW) SEZ in Madhya Pradesh - Pachora SEZ PP -Bhopal (Sterlite) 400 kV D/c line,4,Site Preparation/Civil,30,48,Line,400kV,"Madhya Pradesh, Rajgarh",350,TBCB,24,408,01-03-2025,100,90,88,41,42,Approved,0,100,150,165,61,75,1,Complete,100,70,72,102,108,1,OnTime,100,90,105,61,72,95,1,,,,,,,,,,,,,,,,,,,,,,
Transmission System for evacuation of power from RE projects in Rajgarh (2500 MW) SEZ in Madhya Pradesh - Pachora SEZ PP -Bhopal (Sterlite) 400 kV D/c line,5,Erection/Construction,38,53,Line,400kV,"Madhya Pradesh, Rajgarh",350,TBCB,24,408,01-03-2025,100,90,88,41,42,Approved,0,100,150,165,61,75,1,Complete,100,70,72,102,108,1,OnTime,100,90,105,61,72,95,1,100,120,128,82,87,96,1,,,,,,,,,,,,,,,
Transmission System for evacuation of power from RE projects in Rajgarh (2500 MW) SEZ in Madhya Pradesh - Pachora SEZ PP -Bhopal (Sterlite) 400 kV D/c line,6,Stringing/Cabling,40,55,Line,400kV,"Madhya Pradesh, Rajgarh",350,TBCB,24,408,01-03-2025,100,90,88,41,42,Approved,0,100,150,165,61,75,1,Complete,100,70,72,102,108,1,OnTime,100,90,105,61,72,95,1,100,120,128,82,87,96,1,100,80,82,41,43,98,Flat,,,,,,,,
Transmission System for evacuation of power from RE projects in Rajgarh (2500 MW) SEZ in Madhya Pradesh - Pachora SEZ PP -Bhopal (Sterlite) 400 kV D/c line,7,Testing & Commissioning,41,56,Line,400kV,"Madhya Pradesh, Rajgarh",350,TBCB,24,408,01-03-2025,100,90,88,41,42,Approved,0,100,150,165,61,75,1,Complete,100,70,72,102,108,1,OnTime,100,90,105,61,72,95,1,100,120,128,82,87,96,1,100,80,82,41,43,98,Flat,100,45,46,20,21,Successful,15-02-2027,
Transmission scheme for evacuation of 3GW RE injection at Khavda P.S. under Phase-I - Khavda PS (GIS) - Bhuj PS 765 kV D/c line,1,Planning/Engineering,-5,1,Line,765kV,"Gujarat, Kutch",220,EPC,24,350,01-01-2024,100,90,85,35,36,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmission scheme for evacuation of 3GW RE injection at Khavda P.S. under Phase-I - Khavda PS (GIS) - Bhuj PS 765 kV D/c line,2,Approvals & ROW,25,82.75,Line,765kV,"Gujarat, Kutch",220,EPC,24,350,01-01-2024,100,90,85,35,36,Approved,0,100,150,180,52.5,78.75,0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmission scheme for evacuation of 3GW RE injection at Khavda P.S. under Phase-I - Khavda PS (GIS) - Bhuj PS 765 kV D/c line,3,Procurement/Supply,28,178.875,Line,765kV,"Gujarat, Kutch",220,EPC,24,350,01-01-2024,100,90,85,35,36,Approved,0,100,150,180,52.5,78.75,0,Complete,100,75,78,87.5,98.125,1,Delayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmission scheme for evacuation of 3GW RE injection at Khavda P.S. under Phase-I - Khavda PS (GIS) - Bhuj PS 765 kV D/c line,4,Site Preparation/Civil,43,292.625,Line,765kV,"Gujarat, Kutch",220,EPC,24,350,01-01-2024,100,90,85,35,36,Approved,0,100,150,180,52.5,78.75,0,Complete,100,75,78,87.5,98.125,1,Delayed,100,90,105,52.5,66.75,95,1,,,,,,,,,,,,,,,,,,,,,,
Transmission scheme for evacuation of 3GW RE injection at Khavda P.S. under Phase-I - Khavda PS (GIS) - Bhuj PS 765 kV D/c line,5,Erection/Construction,58,406.625,Line,765kV,"Gujarat, Kutch",220,EPC,24,350,01-01-2024,100,90,85,35,36,Approved,0,100,150,180,52.5,78.75,0,Complete,100,75,78,87.5,98.125,1,Delayed,100,90,105,52.5,66.75,95,1,100,120,135,70,84,97,1,,,,,,,,,,,,,,,
Transmission scheme for evacuation of 3GW RE injection at Khavda P.S. under Phase-I - Khavda PS (GIS) - Bhuj PS 765 kV D/c line,6,Stringing/Cabling,60,450.125,Line,765kV,"Gujarat, Kutch",220,EPC,24,350,01-01-2024,100,90,85,35,36,Approved,0,100,150,180,52.5,78.75,0,Complete,100,75,78,87.5,98.125,1,Delayed,100,90,105,52.5,66.75,95,1,100,120,135,70,84,97,1,100,80,82,35,38.5,98,Flat,,,,,,,,
Transmission scheme for evacuation of 3GW RE injection at Khavda P.S. under Phase-I - Khavda PS (GIS) - Bhuj PS 765 kV D/c line,7,Testing & Commissioning,61,452.375,Line,765kV,"Gujarat, Kutch",220,EPC,24,350,01-01-2024,100,90,85,35,36,Approved,0,100,150,180,52.5,78.75,0,Complete,100,75,78,87.5,98.125,1,Delayed,100,90,105,52.5,66.75,95,1,100,120,135,70,84,97,1,100,80,82,35,38.5,98,Flat,100,45,46,17.5,19.25,Successful,15-12-2025,
"Transmission system for evacuation of power from Neemuch Solar Park (1000 MW) - 2x500 MVA, 400/220 kV Pooling Station (AIS) at Neemuch",1,Planning/Engineering,-5,-3,Substation,400kV,"Madhya Pradesh, Neemuch",1000,TBCB,24,1482,23-02-2022,100,90,85,148,145,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Transmission system for evacuation of power from Neemuch Solar Park (1000 MW) - 2x500 MVA, 400/220 kV Pooling Station (AIS) at Neemuch",2,Approvals & ROW,10,112,Substation,400kV,"Madhya Pradesh, Neemuch",1000,TBCB,24,1482,23-02-2022,100,90,85,148,145,Approved,0,100,150,165,222,280,0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Transmission system for evacuation of power from Neemuch Solar Park (1000 MW) - 2x500 MVA, 400/220 kV Pooling Station (AIS) at Neemuch",3,Procurement/Supply,12,127,Substation,400kV,"Madhya Pradesh, Neemuch",1000,TBCB,24,1482,23-02-2022,100,90,85,148,145,Approved,0,100,150,165,222,280,0,Complete,100,70,72,370,385,1,OnTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Transmission system for evacuation of power from Neemuch Solar Park (1000 MW) - 2x500 MVA, 400/220 kV Pooling Station (AIS) at Neemuch",4,Site Preparation/Civil,17,140,Substation,400kV,"Madhya Pradesh, Neemuch",1000,TBCB,24,1482,23-02-2022,100,90,85,148,145,Approved,0,100,150,165,222,280,0,Complete,100,70,72,370,385,1,OnTime,100,90,95,222,235,98,1,,,,,,,,,,,,,,,,,,,,,,
"Transmission system for evacuation of power from Neemuch Solar Park (1000 MW) - 2x500 MVA, 400/220 kV Pooling Station (AIS) at Neemuch",5,Erection/Construction,22,154,Substation,400kV,"Madhya Pradesh, Neemuch",1000,TBCB,24,1482,23-02-2022,100,90,85,148,145,Approved,0,100,150,165,222,280,0,Complete,100,70,72,370,385,1,OnTime,100,90,95,222,235,98,1,100,120,125,296,310,97,1,,,,,,,,,,,,,,,
"Transmission system for evacuation of power from Neemuch Solar Park (1000 MW) - 2x500 MVA, 400/220 kV Pooling Station (AIS) at Neemuch",6,Stringing/Cabling,20,156,Substation,400kV,"Madhya Pradesh, Neemuch",1000,TBCB,24,1482,23-02-2022,100,90,85,148,145,Approved,0,100,150,165,222,280,0,Complete,100,70,72,370,385,1,OnTime,100,90,95,222,235,98,1,100,120,125,296,310,97,1,100,80,78,148,150,99,Flat,,,,,,,,
"Transmission system for evacuation of power from Neemuch Solar Park (1000 MW) - 2x500 MVA, 400/220 kV Pooling Station (AIS) at Neemuch",7,Testing & Commissioning,17,155,Substation,400kV,"Madhya Pradesh, Neemuch",1000,TBCB,24,1482,23-02-2022,100,90,85,148,145,Approved,0,100,150,165,222,280,0,Complete,100,70,72,370,385,1,OnTime,100,90,95,222,235,98,1,100,120,125,296,310,97,1,100,80,78,148,150,99,Flat,100,45,42,74,73,Successful,24-04-2024,
Transmission system for evacuation of power from Neemuch Solar Park (1000 MW) - Neemuch PS-Chhittorgarh (PG) s/s 400 kV D/C line,1,Planning/Engineering,-2,4,Line,400kV,"Madhya Pradesh, Neemuch; Rajasthan, Chittorgarh",250,TBCB,24,1482,01-03-2022,100,90,88,148,152,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmission system for evacuation of power from Neemuch Solar Park (1000 MW) - Neemuch PS-Chhittorgarh (PG) s/s 400 kV D/C line,2,Approvals & ROW,13,101,Line,400kV,"Madhya Pradesh, Neemuch; Rajasthan, Chittorgarh",250,TBCB,24,1482,01-03-2022,100,90,88,148,152,Approved,0,100,150,165,222,265,0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmission system for evacuation of power from Neemuch Solar Park (1000 MW) - Neemuch PS-Chhittorgarh (PG) s/s 400 kV D/C line,3,Procurement/Supply,16,116,Line,400kV,"Madhya Pradesh, Neemuch; Rajasthan, Chittorgarh",250,TBCB,24,1482,01-03-2022,100,90,88,148,152,Approved,0,100,150,165,222,265,0,Complete,100,75,78,370,385,1,OnTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmission system for evacuation of power from Neemuch Solar Park (1000 MW) - Neemuch PS-Chhittorgarh (PG) s/s 400 kV D/C line,4,Site Preparation/Civil,21,128,Line,400kV,"Madhya Pradesh, Neemuch; Rajasthan, Chittorgarh",250,TBCB,24,1482,01-03-2022,100,90,88,148,152,Approved,0,100,150,165,222,265,0,Complete,100,75,78,370,385,1,OnTime,100,90,95,223,235,98,1,,,,,,,,,,,,,,,,,,,,,,
Transmission system for evacuation of power from Neemuch Solar Park (1000 MW) - Neemuch PS-Chhittorgarh (PG) s/s 400 kV D/C line,5,Erection/Construction,29,142,Line,400kV,"Madhya Pradesh, Neemuch; Rajasthan, Chittorgarh",250,TBCB,24,1482,01-03-2022,100,90,88,148,152,Approved,0,100,150,165,222,265,0,Complete,100,75,78,370,385,1,OnTime,100,90,95,223,235,98,1,100,120,128,296,310,97,1,,,,,,,,,,,,,,,
Transmission system for evacuation of power from Neemuch Solar Park (1000 MW) - Neemuch PS-Chhittorgarh (PG) s/s 400 kV D/C line,6,Stringing/Cabling,31,147,Line,400kV,"Madhya Pradesh, Neemuch; Rajasthan, Chittorgarh",250,TBCB,24,1482,01-03-2022,100,90,88,148,152,Approved,0,100,150,165,222,265,0,Complete,100,75,78,370,385,1,OnTime,100,90,95,223,235,98,1,100,120,128,296,310,97,1,100,80,82,148,153,99,Flat,,,,,,,,
Transmission system for evacuation of power from Neemuch Solar Park (1000 MW) - Neemuch PS-Chhittorgarh (PG) s/s 400 kV D/C line,7,Testing & Commissioning,32,149,Line,400kV,"Madhya Pradesh, Neemuch; Rajasthan, Chittorgarh",250,TBCB,24,1482,01-03-2022,100,90,88,148,152,Approved,0,100,150,165,222,265,0,Complete,100,75,78,370,385,1,OnTime,100,90,95,223,235,98,1,100,120,128,296,310,97,1,100,80,82,148,153,99,Flat,100,45,46,75,77,Successful,24-04-2024,
Transmission system strengthening scheme for evacuation of power from solar energy zones in Rajasthan (8.1 GW) under phase-II- Part B - Fatehgarh II- Bhadla II 765kV D/C Line (2nd),1,Planning/Engineering,-2,2,Line,765kV,"Rajasthan, Jaisalmer-Jodhpur",405,TBCB,30,1106,01-01-2021,100,90,88,110,112,Approved,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmission system strengthening scheme for evacuation of power from solar energy zones in Rajasthan (8.1 GW) under phase-II- Part B - Fatehgarh II- Bhadla II 765kV D/C Line (2nd),2,Approvals & ROW,68,142,Line,765kV,"Rajasthan, Jaisalmer-Jodhpur",405,TBCB,30,1106,01-01-2021,100,90,88,110,112,Approved,1,100,150,210,166,250,1,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmission system strengthening scheme for evacuation of power from solar energy zones in Rajasthan (8.1 GW) under phase-II- Part B - Fatehgarh II- Bhadla II 765kV D/C Line (2nd),3,Procurement/Supply,75,156,Line,765kV,"Rajasthan, Jaisalmer-Jodhpur",405,TBCB,30,1106,01-01-2021,100,90,88,110,112,Approved,1,100,150,210,166,250,1,Complete,100,75,82,276,290,1,Delayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmission system strengthening scheme for evacuation of power from solar energy zones in Rajasthan (8.1 GW) under phase-II- Part B - Fatehgarh II- Bhadla II 765kV D/C Line (2nd),4,Site Preparation/Civil,95,185,Line,765kV,"Rajasthan, Jaisalmer-Jodhpur",405,TBCB,30,1106,01-01-2021,100,90,88,110,112,Approved,1,100,150,210,166,250,1,Complete,100,75,82,276,290,1,Delayed,100,90,110,166,195,95,1,,,,,,,,,,,,,,,,,,,,,,
Transmission system strengthening scheme for evacuation of power from solar energy zones in Rajasthan (8.1 GW) under phase-II- Part B - Fatehgarh II- Bhadla II 765kV D/C Line (2nd),5,Erection/Construction,110,199,Line,765kV,"Rajasthan, Jaisalmer-Jodhpur",405,TBCB,30,1106,01-01-2021,100,90,88,110,112,Approved,1,100,150,210,166,250,1,Complete,100,75,82,276,290,1,Delayed,100,90,110,166,195,95,1,100,120,135,221,235,97,1,,,,,,,,,,,,,,,
Transmission system strengthening scheme for evacuation of power from solar energy zones in Rajasthan (8.1 GW) under phase-II- Part B - Fatehgarh II- Bhadla II 765kV D/C Line (2nd),6,Stringing/Cabling,115,204,Line,765kV,"Rajasthan, Jaisalmer-Jodhpur",405,TBCB,30,1106,01-01-2021,100,90,88,110,112,Approved,1,100,150,210,166,250,1,Complete,100,75,82,276,290,1,Delayed,100,90,110,166,195,95,1,100,120,135,221,235,97,1,100,80,85,111,115,98,Flat,,,,,,,,
Transmission system strengthening scheme for evacuation of power from solar energy zones in Rajasthan (8.1 GW) under phase-II- Part B - Fatehgarh II- Bhadla II 765kV D/C Line (2nd),7,Testing & Commissioning,117,206,Line,765kV,"Rajasthan, Jaisalmer-Jodhpur",405,TBCB,30,1106,01-01-2021,100,90,88,110,112,Approved,1,100,150,210,166,250,1,Complete,100,75,82,276,290,1,Delayed,100,90,110,166,195,95,1,100,120,135,221,235,97,1,100,80,85,111,115,98,Flat,100,45,47,55,57,Successful,15-08-2024,
"Transmission system strengthening scheme for evacuation of power from solar energy zones in Rajasthan (8.1 GW) under phase-II- Part C - 765/400kV, 2x1500MVA Substation at Sikar -II",1,Planning/Engineering,-5,1,Substation,765kV,"Rajasthan, Sikar",3000,TBCB,24,350,01-01-2023,100,90,85,35,36,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Transmission system strengthening scheme for evacuation of power from solar energy zones in Rajasthan (8.1 GW) under phase-II- Part C - 765/400kV, 2x1500MVA Substation at Sikar -II",2,Approvals & ROW,10,16,Substation,765kV,"Rajasthan, Sikar",3000,TBCB,24,350,01-01-2023,100,90,85,35,36,Approved,0,100,150,165,52.5,65,0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Transmission system strengthening scheme for evacuation of power from solar energy zones in Rajasthan (8.1 GW) under phase-II- Part C - 765/400kV, 2x1500MVA Substation at Sikar -II",3,Procurement/Supply,18,21,Substation,765kV,"Rajasthan, Sikar",3000,TBCB,24,350,01-01-2023,100,90,85,35,36,Approved,0,100,150,165,52.5,65,0,Complete,100,60,68,87.5,92,1,OnTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Transmission system strengthening scheme for evacuation of power from solar energy zones in Rajasthan (8.1 GW) under phase-II- Part C - 765/400kV, 2x1500MVA Substation at Sikar -II",4,Site Preparation/Civil,23,26.5,Substation,765kV,"Rajasthan, Sikar",3000,TBCB,24,350,01-01-2023,100,90,85,35,36,Approved,0,100,150,165,52.5,65,0,Complete,100,60,68,87.5,92,1,OnTime,100,90,95,52.5,58,98,1,,,,,,,,,,,,,,,,,,,,,,
"Transmission system strengthening scheme for evacuation of power from solar energy zones in Rajasthan (8.1 GW) under phase-II- Part C - 765/400kV, 2x1500MVA Substation at Sikar -II",5,Erection/Construction,33,31.5,Substation,765kV,"Rajasthan, Sikar",3000,TBCB,24,350,01-01-2023,100,90,85,35,36,Approved,0,100,150,165,52.5,65,0,Complete,100,60,68,87.5,92,1,OnTime,100,90,95,52.5,58,98,1,100,120,130,70,75,100,1,,,,,,,,,,,,,,,
"Transmission system strengthening scheme for evacuation of power from solar energy zones in Rajasthan (8.1 GW) under phase-II- Part C - 765/400kV, 2x1500MVA Substation at Sikar -II",6,Stringing/Cabling,36,32.5,Substation,765kV,"Rajasthan, Sikar",3000,TBCB,24,350,01-01-2023,100,90,85,35,36,Approved,0,100,150,165,52.5,65,0,Complete,100,60,68,87.5,92,1,OnTime,100,90,95,52.5,58,98,1,100,120,130,70,75,100,1,100,75,78,35,36,100,Flat,,,,,,,,
"Transmission system strengthening scheme for evacuation of power from solar energy zones in Rajasthan (8.1 GW) under phase-II- Part C - 765/400kV, 2x1500MVA Substation at Sikar -II",7,Testing & Commissioning,33,33,Substation,765kV,"Rajasthan, Sikar",3000,TBCB,24,350,01-01-2023,100,90,85,35,36,Approved,0,100,150,165,52.5,65,0,Complete,100,60,68,87.5,92,1,OnTime,100,90,95,52.5,58,98,1,100,120,130,70,75,100,1,100,75,78,35,36,100,Flat,100,45,42,17.5,18,Successful,19-12-2024,
Transmission system strengthening scheme for evacuation of power from solar energy zones in Rajasthan (8.1 GW) under phase-II- Part C - Bhadla II - Sikar II 765 kV D/C line,1,Planning/Engineering,2,8,Line,765kV,"Rajasthan, Bikaner-Jaipur",320,TBCB,30,1618,01-01-2022,100,90,92,162,170,Approved,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmission system strengthening scheme for evacuation of power from solar energy zones in Rajasthan (8.1 GW) under phase-II- Part C - Bhadla II - Sikar II 765 kV D/C line,2,Approvals & ROW,47,155,Line,765kV,"Rajasthan, Bikaner-Jaipur",320,TBCB,30,1618,01-01-2022,100,90,92,162,170,Approved,1,100,150,195,243,350,0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmission system strengthening scheme for evacuation of power from solar energy zones in Rajasthan (8.1 GW) under phase-II- Part C - Bhadla II - Sikar II 765 kV D/C line,3,Procurement/Supply,55,181,Line,765kV,"Rajasthan, Bikaner-Jaipur",320,TBCB,30,1618,01-01-2022,100,90,92,162,170,Approved,1,100,150,195,243,350,0,Complete,100,70,78,404,430,1,Delayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmission system strengthening scheme for evacuation of power from solar energy zones in Rajasthan (8.1 GW) under phase-II- Part C - Bhadla II - Sikar II 765 kV D/C line,4,Site Preparation/Civil,70,218,Line,765kV,"Rajasthan, Bikaner-Jaipur",320,TBCB,30,1618,01-01-2022,100,90,92,162,170,Approved,1,100,150,195,243,350,0,Complete,100,70,78,404,430,1,Delayed,100,90,105,243,280,95,1,,,,,,,,,,,,,,,,,,,,,,
Transmission system strengthening scheme for evacuation of power from solar energy zones in Rajasthan (8.1 GW) under phase-II- Part C - Bhadla II - Sikar II 765 kV D/C line,5,Erection/Construction,85,244,Line,765kV,"Rajasthan, Bikaner-Jaipur",320,TBCB,30,1618,01-01-2022,100,90,92,162,170,Approved,1,100,150,195,243,350,0,Complete,100,70,78,404,430,1,Delayed,100,90,105,243,280,95,1,100,120,135,324,350,96,1,,,,,,,,,,,,,,,
Transmission system strengthening scheme for evacuation of power from solar energy zones in Rajasthan (8.1 GW) under phase-II- Part C - Bhadla II - Sikar II 765 kV D/C line,6,Stringing/Cabling,90,254,Line,765kV,"Rajasthan, Bikaner-Jaipur",320,TBCB,30,1618,01-01-2022,100,90,92,162,170,Approved,1,100,150,195,243,350,0,Complete,100,70,78,404,430,1,Delayed,100,90,105,243,280,95,1,100,120,135,324,350,96,1,100,80,85,162,172,98,Flat,,,,,,,,
Transmission system strengthening scheme for evacuation of power from solar energy zones in Rajasthan (8.1 GW) under phase-II- Part C - Bhadla II - Sikar II 765 kV D/C line,7,Testing & Commissioning,93,263,Line,765kV,"Rajasthan, Bikaner-Jaipur",320,TBCB,30,1618,01-01-2022,100,90,92,162,170,Approved,1,100,150,195,243,350,0,Complete,100,70,78,404,430,1,Delayed,100,90,105,243,280,95,1,100,120,135,324,350,96,1,100,80,85,162,172,98,Flat,100,45,48,81,86,Successful,19-12-2024,
"Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - 2 x 500 MVA, 400/220 kV S/s near Vapi / Ambheti (Vapi-II)",1,Planning/Engineering,-2,3,Substation,400kV,"Gujarat, Valsad",1000,TBCB,24,1223,01-01-2022,100,90,88,122,125,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - 2 x 500 MVA, 400/220 kV S/s near Vapi / Ambheti (Vapi-II)",2,Approvals & ROW,13,31,Substation,400kV,"Gujarat, Valsad",1000,TBCB,24,1223,01-01-2022,100,90,88,122,125,Approved,0,100,150,165,183,210,0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
